Gene	DPKM	RPKM		Gene	DPKM	RPKM
rplP	6091.86286	6454.09321		tgt	310.957688733592	355.027329569492
rplQ	8842.0232	8274.89078		thiD	197.056333085108	163.938201758828
rplR	4036.64612	4060.77956		thiF	23.1984307467918	30.7269996996104
rplS	1930.28539	2090.77965		thiI	326.795285302633	383.271569088177
rplT	2907.96241	2882.76305		thiK	297.614776998842	300.652726377099
rplU	3170.79747	3029.6828		thiL	53.7975878667933	43.617601581399
rplV	7922.23272	8532.79699		thiM	311.194158458865	256.654982225232
rplW	5562.55779	5586.81739		thiP	43.5456577146483	31.8656252113564
rplX	3799.73755	4618.73246		thiQ	50.1802965510003	72.6174269352464
rplY	4242.5641	3823.16322		thrA	178.014754817038	208.192968480387
rpmA	2556.30184	2844.03925		thrB	281.961634157148	234.4504943092
rpmB	8709.16336	7847.89007		thrC	204.405753433271	201.139227716361
rpmC	6170.33274	6440.81176		thrL	2657.27479463252	3409.1040568301
rpmD	6378.13088	6749.95028		thrS	1081.91997081616	1148.75654687668
rpmE	6250.07132	5013.88127		thrT	4846.03008600088	5579.55268420983
rpmF	8142.29474	6556.77429		thrU	16153.4336200029	16026.8154474093
rpmG	1817.47651	2153.51745		thrW	230.763337428613	176.823926066049
rpmH	4850.72878	5012.93319		thyA	617.69104660137	748.940360231707
rpmI	7895.55854	9257.00054		tig	2808.24236957007	2765.10694447956
rpmJ	9186.17868	9380.83578		tilS	162.013982859812	132.124984412533
rpoA	8549.40948	9138.1596		tisA	153.842224952409	225.6610104081
rpoB	1573.28778	1669.61232		tktA	1470.30536076504	1463.73385145762
rpoC	1387.89115	1474.35856		tktB	17.503007629316	16.6881046619164
rpoD	974.68838	913.20533		tldD	351.73056410281	393.599368231288
rpoE	551.30121	596.13278		tmcA	121.791761420657	120.673307911197
rpoH	328.54874	393.10566		tmk	163.906669575464	109.446691754633
rpoN	315.13065	362.23436		tnaA	272.483262839436	292.634321162156
rpoS	405.88478	450.86844		tnaB	84.3173732912241	105.435314083687
rpoZ	1460.30286	1611.47796		tnaC	701.520545782985	290.274157030025
rppH	276.00999	240.50377		tolA	180.090187503531	187.218666815695
rpsA	5187.42972	5538.82722		tolB	759.573676795188	727.594801837906
rpsB	4794.53306	5426.71295		tolC	1100.56360927493	1094.00250579706
rpsC	5880.5462	6269.10625		tolQ	328.995926954502	372.713196656852
rpsD	6293.56115	7058.66966		tolR	122.643452059962	131.119386801158
rpsE	4337.71059	4722.76009		tomB	46.7680363855323	1.02389473379198
rpsF	5952.51093	5369.35773		tonB	121.791761420657	83.2447749713164
rpsG	4319.93971	4941.80772		topA	722.312340249994	759.319625184241
rpsH	5625.02041	6316.42658		topB	125.143828248749	130.804900624342
rpsI	4568.38674	4577.91082		torA	6.88575329586754	3.63307760370828
rpsJ	11352.23786	10013.80592		torD	29.2300227409577	5.88739471930387
rpsK	8267.56082	8577.04334		torR	75.9221369895005	95.8516173950281
rpsL	3973.43984	3621.54288		torS	6.3890760089525	2.82550186101065
rpsM	9373.90235	8738.83889		torT	17.0437450384593	25.2988567606035
rpsN	8621.25326	8844.90433		torZ	14.4345791313371	10.8393794348965
rpsO	3664.03263	4198.32939		tpiA	1096.12585278591	1218.1747599402
rpsP	3776.84756	3516.70421		tpke11	1970.56333085108	1768.80691371367
rpsQ	4214.83493	4745.87645		tppB	513.421557126602	547.099042387449
rpsR	4446.12147	4575.34874		tpx	2940.29814554012	2883.64199545837
rpsS	6872.79717	7801.78181		treA	10.3286299438013	12.8665217210167
rpsT	4626.30383	4288.16937		treB	2750.33547309433	2718.26230869125
rpsU	8820.81931	7104.86736		treC	2647.64698740559	2669.15167254073
rraA	301.56647	282.62399		treF	31.8872975355902	28.6225118764575
rraB	263.59947	249.01366		treR	55.5000431790336	50.060676066728
rrlA	12.61285	7.45088		trg	10.6873940551948	17.0337149497386
rrmA	105.54827	116.01441		trkA	203.782293618877	176.588380966901
rrsH	23.76156	31.83174		trkH	181.177826906763	199.146467980046
rsd	460.88461	444.7073		trmA	191.150012474928	219.565437464383
rseA	694.15877	825.29549		trmI	219.225170557183	287.917066028275
rseB	370.10431	349.17791		trmJ	284.016415296755	277.47754551903
rseC	458.00408	526.76342		trmL	407.000316646246	380.963364954404
rseP	379.13124	412.95213		trpA	282.520665897732	243.127420524024
rsgA	208.77679	164.8297		trpB	146.884536386722	130.623756553486
rsmA	326.88045	348.71645		trpC	129.050873028511	129.201727859567
rsmB	151.48455	127.74805		trpD	21.977460707487	16.0945859235628
rsmC	118.34731	98.4335		trpR	214.532276997855	262.549154215466
rsmD	184.12224	126.29247		trpS	698.030393813915	656.629805585176
rsmE	367.07066	334.42104		trpT	923.053349714453	1262.01762089426
rsmF	42.40779	47.61666		truA	237.29169752807	213.61051111352
rsmG	97.86412	117.61518		truB	278.381168961502	257.720805414385
rsmH	388.96312	327.47099		truC	44.7969697179428	38.3470154130903
rsmI	269.51847	251.79169		truD	100.217220826141	87.32359372483
rssA	64.62139	65.00122		trxA	3295.02074534432	3478.56600638395
rssB	12.04481	10.65754		trxB	962.230562279974	960.457777459213
rstA	268.05909	344.09014		trxC	83.5143506884506	74.1409490272583
rstB	112.56629	123.53931		tsgA	44.51272498623	43.3985838942285
rsuA	175.48049	185.01798		tsx	891.763405656336	1012.1372985014
rsxA	83.94118	119.85963		ttcA	93.6859703235823	104.727694526078
rsxB	63.28208	39.81759		ttdR	18.7974422771432	35.3507064440236
rsxC	54.94126	63.46505		ttdT	11.9795175167859	9.49410588198503
rsxD	23.06599	27.89276		tufA	2101.60163504607	2079.18674597144
rsxG	78.66951	94.57696		tufB	902.800702378947	884.826499695927
rtcA	24.01857	27.68946		tus	18.8580791877146	12.3445373146694
rtcR	7.63818	7.62038		tynA	7.71240705566166	5.96033708820198
rtn	15.68843	12.57382		typA	1201.89238244069	1207.41270848767
rutF	74.02086	57.45877		tyrA	93.7861692223241	94.929277792077
ruvA	259.43586	165.06462		tyrB	528.784330992199	589.157519403355
ruvB	144.96667	113.27413		tyrP	43.4109248628085	46.4427499919257
ruvC	280.76878	234.86917		tyrR	193.350344979098	186.153624266265
rybA	137.22969	144.65302		tyrS	660.254631325162	784.182907880679
rydC	190.83503	85.16183		tyrT	825.318289156453	411.967057596301
ryeA	539.54965	727.7458		tyrU	3301.27315662581	3131.31101234382
ryfA	281.23057	281.39982		tyrV	1031.64786144557	826.192706517144
ryfB	76.5733	101.13983		ubiA	241.072352502744	305.057296975135
ryfD	256.22606	214.01007		ubiB	235.122669214285	204.966130439162
ryjB	407.11474	286.78762		ubiC	140.867579474495	128.449444766373
sad	8.79297	16.30466		ubiD	410.863773467277	411.151303996085
sanA	50.88934	50.68379		ubiE	417.571753442253	473.094218515489
sapA	74.29101	68.85921		ubiF	89.4796614519113	57.8552764119701
sapB	12.64331	9.20909		ubiG	194.05824226362	188.369015599592
sapC	27.41513	12.72643		ubiH	148.753296391642	127.172676064175
sapD	86.09677	61.82762		ubiX	92.3053349714453	98.4825066318336
sapF	30.26875	38.11656		ucpA	398.591219194878	321.324540510096
sbcB	153.95095	143.19493		udk	191.224447838041	252.504881195662
sbcC	46.57175	49.58869		udp	1588.08784970558	1636.82069549698
sbmA	30.00846	14.41771		ugd	691.301309040645	691.523763330327
sbmC	25.76676	21.60952		ugpA	19.750015365512	26.2459503129953
scpA	11.38782	21.05783		ugpB	79.8998343716383	72.7688284608421
scpC	8.25791	15.20659		ugpC	98.25217728053	111.029481461966
sdaA	411.58853	407.16468		ugpQ	141.43559390786	111.627233326212
sdaB	508.89342	395.64729		uhpA	59.35029998164	58.0813383255093
sdaC	946.77846	1001.806		uhpB	23.3373435057546	27.1556911681854
sdhA	1983.73395	1837.04777		uhpC	39.8591219194878	23.7648294746604
sdhB	2742.4884	2871.00709		ulaD	53.8802262506133	49.3663532363989
sdhC	2505.32146	2490.89181		ulaE	20.5122966603212	8.35282545988191
sdhD	947.59465	1043.31957		ulaG	16.46761844561	12.8707894353428
sdsQ	11.90394	5.83125		ulaR	92.7937229871673	50.9407945433211
secA	464.88712	503.85623		umuC	13.820341721493	20.8167723655106
secB	1252.66073	1286.55516		umuD	83.5143506884506	142.613909349597
secD	594.81049	564.88093		ung	50.8348221581873	83.3027400264451
secE	1558.4861	1373.11209		uof	201.586363730743	78.9987747192948
secF	276.43593	314.36682		upp	335.655763532529	339.379462600187
secG	1613.78815	1464.32131		uraA	40.7860782431968	25.8652477809659
secM	571.3891	562.73094		usg	415.100914664488	419.440901117372
secY	4547.94841	5211.99431		ushA	63.6588517044451	67.1524427266925
selA	8.77402	13.81672		uspA	846.662727669119	944.189824773515
selB	99.29628	91.90039		uspB	104.392938360563	93.5903780106729
selC	257.1251	234.76431		uspD	40.8811506866541	72.4065419263732
selD	210.57659	203.24524		uspE	110.649928356938	124.999136270503
seqA	514.48566	502.2149		uspG	81.7623013733082	100.778450196658
serA	247.6367	261.84537		uvrA	111.825804322474	105.816963720797
serB	226.87509	174.01084		uvrB	69.3887780200776	89.8186589546745
serC	829.93087	787.26802		uvrC	28.7037866523316	23.8587582199072
serS	1076.8232	1120.29542		uvrD	145.947408970108	104.998913841532
serT	555.15646	384.78551		uxaA	58.9314974616083	44.8470022008683
serU	678.52456	364.05321		uxaB	12.0785217937842	9.49323887994111
serV	8536.27675	8580.05136		uxaC	37.2356977591818	42.064465178078
setA	31.07746	25.87741		uxuA	59.2000460576358	86.7718385156618
sfmF	23.66946	22.46093		uxuB	108.037045038447	90.5368931702608
sfsA	103.94419	151.33216		uxuR	45.3178647146631	57.4948641698111
sgcA	56.54371	29.8012		valS	644.779913403479	645.31180701175
sgcE	57.88361	37.21258		valT	923.053349714453	756.301192345356
sgcQ	30.26875	41.64874		valU	6692.13678542979	1758.64024753119
sgcR	31.19653	47.92595		valV	911.065643874006	282.734568535739
sgrR	51.62687	47.7992		valW	227.766410968501	33.4095521902901
sgrS	1883.12984	2082.55573		valX	3461.4500614292	690.118522874921
shiA	55.64211	89.95213		valY	2307.63337428613	1028.61003848707
sibB	179.60944	94.43232		valZ	692.29001228584	251.089975013789
sixA	201.04431	127.87366		visC	247.835604287422	229.89756133116
slmA	163.66422	188.46803		waaA	288.183322798174	272.527850065347
slt	69.32294	82.12419		wcaK	41.0726314861232	35.4886230916189
slyA	252.69191	269.16943		wcaM	12.5720527918098	0.02752405198366
slyB	965.59265	1092.72186		wrbA	29.3769072773444	39.7466674298644
slyD	1963.24366	1977.22119		wzc	8.10818938722821	11.1833162671454
slyX	167.30743	149.46788		xdhA	15.527236515781	21.7050726270311
smf	32.56918	19.93592		xdhB	59.8567018586164	27.3009474667229
smg	25.76676	29.53962		xdhD	6.10867768881038	2.47414479821729
smpA	464.25365	355.18727		xerC	234.622256114711	197.159663204258
smpB	101.14652	101.55945		xerD	117.311128057355	95.4122642818694
smtA	170.92603	150.04382		xseA	294.219047283163	264.235416119456
sodA	7001.58678	6288.98973		xseB	577.383165253485	516.055586506882
sodB	587.58828	499.35232		xthA	412.914819388993	413.744823654974
sodC	46.7948	12.36154		xylB	12.0536176251372	7.54726530578622
sohA	36.34953	56.40165		xylE	23.7642461308599	14.2034178010777
sohB	93.0548	83.02322		xylR	29.7506592783284	17.8139446369024
sokA	407.11474	588.88913		yaaA	293.428799716178	314.18545933636
solA	283.77971	283.17468		yaaH	61.8624819914448	46.2513295753915
soxS	75.39162	93.29492		yaaJ	12.2557747341542	10.4643329711444
speA	963.7314	930.66969		yaaW	24.5630443201325	32.5344702701757
speB	344.78773	376.97503		yaaX	118.101101983667	113.378242618127
speC	62.89694	65.69805		yacC	151.189772798057	159.983552154996
speD	337.98205	384.51553		yacF	259.298588831076	252.515974417547
speE	281.7403	250.84402		yacL	241.570435875683	255.55058645056
speG	152.39589	121.94541		yadB	56.7573257105975	43.2835759228404
spf	560.24964	596.30341		yadE	57.0341907140638	77.4164310915885
spoT	550.15505	515.14358		yadG	132.433759991394	99.4900950877155
sppA	85.50067	77.20487		yadH	136.482596455834	134.21188266388
spr	818.53757	727.52083		yadI	39.7687384230717	40.1373700916753
spy	25.13054	46.66357		yadS	84.3173732912241	69.2851845102023
sra	88.5032	90.33991		yaeH	90.6357294293262	69.747868009279
sraF	259.86047	377.38623		yaeJ	124.383075493437	131.980757352264
srlA	64.96512	33.26775		yaeP	261.761397680218	127.604791450194
srlB	65.66367	66.68957		yaeQ	160.604520554713	131.010706665828
srlE	50.88934	76.31935		yafC	57.5016840805725	81.533912613025
srlR	31.55928	44.43622		yafD	350.322369929081	386.501087947786
srmB	265.31073	237.75654		yafE	112.423164388299	111.742357966721
sroC	224.78728	218.1142		yafJ	296.867418462852	228.626495001499
sroE	132.75481	26.21673		yafK	213.012311472566	282.711015565234
sroG	245.90823	199.0854		yafS	48.5145605659049	60.5946001689131
ssb	409.38912	323.03855		yafT	44.6259889174927	28.2841150222116
sseA	144.36693	141.88315		yafV	22.7470994093056	6.57364323251658
sseB	314.37431	430.14917		yagP	85.3431320903874	100.334210227425
sspA	1070.3486	1098.00284		yagR	15.9508991765117	16.011450731365
sspB	686.69956	558.23198		yagS	18.3260330664312	13.240018109379
ssrA	50737.93584	54317.43759		yagU	199.619667499223	228.503336931624
ssrS	11012.11994	10649.2668		yagV	49.3333717146965	50.1146789535314
sstT	49.04997	68.93772		yagW	21.3357830225969	25.200328872298
ssuB	15.90292	16.3961		yagX	6.94299827576192	4.37769719911059
sthA	1168.16648	1108.74498		yahB	18.7974422771432	14.1978972330479
stpA	120.62659	71.31019		yahJ	25.3622756971433	32.5103235702387
sucA	2885.54557	2897.9629		yahK	16.7028701376901	24.0615262441115
sucB	4071.14737	4155.19889		yahM	71.2927383925797	46.0440467177794
sucC	3380.41286	3469.35569		yaiA	91.3438210654928	159.383613834415
sucD	3467.49449	3347.22769		yaiE	738.442679771563	746.634817720412
sufB	8.20796	11.91487		yaiI	191.045900267697	136.51929783893
sufC	49.04997	25.83068		yaiL	97.4334091365256	87.9554017847691
sufD	48.00881	61.04711		yaiO	45.3178647146631	74.7085983086588
sufE	29.28883	30.87319		yaiU	12.491462709811	16.3265266045355
sufS	40.01128	45.79291		yaiW	64.0658032678525	38.2908578527684
sugE	76.8141	100.37435		yaiY	56.7573257105975	38.3960525171991
suhB	197.48103	260.68178		yajC	842.667322261843	800.090715966501
sulA	47.89585	29.05137		yajD	251.982954663428	233.355319177805
surA	683.26949	708.28013		yajG	1060.15626521608	1146.44379260335
surE	256.45023	278.74974		yajL	89.02544997246	61.4596712035032
sxy	19.38642	45.4445		yajO	53.9631189063834	46.1934047206919
syd	67.10682	69.36004		yajQ	392.110061159189	351.495570198099
tabA	26.96124	11.61681		yajR	77.0901698662621	86.6935046578811
tadA	72.69906	73.83488		ybaB	1328.63739731626	1289.9910129036
talA	38.52821	56.98247		ybaE	20.6208273304816	22.7532163064884
talB	1945.95723	2105.39883		ybaK	365.375284261971	371.481808103902
tas	375.43722	347.81253		ybaL	146.411562924296	133.825239691729
tatA	814.22947	980.90182		ybaO	152.836720214158	163.287787611269
tatB	662.74492	704.30189		ybaP	132.362367128865	78.4342003621778
tatC	314.37431	244.98749		ybaQ	461.526674857227	336.24613242401
tatD	93.58959	102.21269		ybaT	13.5638156570569	11.5514806103561
tatE	419.0887	479.07126		ybaY	30.6073536554531	32.4322677457668
tauD	28.67005	30.40476		ybbA	25.5284041405744	23.3059008728851
tbpA	49.64814	77.80039		ybbB	32.0329016339262	7.50388606272202
tdcA	13.00686	17.61343		ybbJ	38.2091800535395	16.6466545771735
tdcE	10.64352	14.7543		ybbM	22.4846328776598	34.9010272239669
tdcG	17.89515	12.50661		ybbN	1497.39765620345	1507.23591887106
tdh	619.00486	600.46615		ybbO	238.170555667063	220.232172833219
tdk	98.81426	62.69847		ybbP	7.26211745116961	11.7970480197771
tehA	12.29954	0.03154		ybcF	19.6174649268172	23.1492978822934
tehB	61.68405	51.83735		ybcI	67.1954545769142	59.5800814922055
tesA	175.31257	235.95332		ybcJ	164.6761844561	180.263157357742
tesB	156.03701	132.28068		ybdF	47.5284922617198	39.1244329172544
tff	6735.35411	6716.44088		ybdH	48.3140871751367	40.3352470887748
tgt	303.17055	307.57394		ybdJ	70.4337897372475	92.9832115175545
thiC	38.65013	29.98569		ybdR	14.1549746929577	21.6307059378571
thiD	274.45937	235.88727		ybeB	165.452958911081	271.549440601198
thiF	16.15535	20.42682		ybeD	930.046178121381	876.855305402248
thiH	21.54046	20.41301		ybeF	73.534648404925	52.3216648557221
thiI	286.5818	279.6884		ybeL	36.3105872558481	25.3588835465559
thiK	103.62921	108.70339		ybeX	718.280422303397	687.241290390323
thiL	24.97636	6.37367		ybeY	674.538986329793	743.554324708068
thiM	216.71507	197.39212		ybeZ	1152.96200811555	1168.23544973626
thiP	37.9064	27.74624		ybfE	298.265538173038	347.784652562249
thiQ	17.47274	5.15343		ybfF	160.478556224866	127.133596112504
thrA	119.0104	135.34261		ybfN	53.6330692494637	90.764980415275
thrB	222.5386	202.95061		ybgC	346.429899152091	415.341002661356
thrC	199.28693	198.82273		ybgE	119.306215269215	141.569118804911
thrL	1850.52153	2058.83387		ybgF	1195.77365758463	1272.45099800369
thrS	753.44718	764.35813		ybgI	259.298588831076	225.421985746137
thrT	2571.25097	1454.50011		ybgJ	373.717185729139	256.090566408473
thrU	10285.00389	7572.55044		ybgK	281.961634157148	259.759789376807
thrV	160.70319	37.91839		ybgL	262.473673592273	318.661116129136
thyA	445.52179	520.37059		ybgQ	7.16422126003865	11.1047406789939
tig	2472.77542	2403.98197		ybgT	307.684449904818	272.477249880825
tilS	94.02188	93.41705		ybhB	36.7673242024625	14.2475918145582
tisA	428.54183	312.96413		ybhC	136.588891312886	102.568894185353
tisB	814.22947	808.50441		ybhF	100.967263353913	97.3716818297422
tktA	1164.93675	1062.99948		ybhG	87.777846068942	114.919116142568
tktB	36.56719	32.41804		ybhK	57.8812331504113	38.3115727536849
tldD	270.28364	259.9493		ybhL	248.766150986874	212.839394662715
tmcA	72.69906	85.62796		ybhO	14.1207839328298	20.3109553170691
tmk	57.07216	32.64125		ybhQ	42.6715660451937	35.1263156848342
tnaA	345.01249	398.36201		ybhR	95.0569845234397	97.4642344835859
tnaB	39.14565	43.09545		ybhS	30.9312409957224	23.362677457555
tnaC	325.69179	466.51714		ybiB	254.965930450721	198.758381929634
tolA	183.2981	194.05472		ybiC	193.790206017399	187.454761000175
tolB	453.39924	535.65548		ybiH	78.2947037704224	86.4482551466105
tolC	890.04841	917.90412		ybiJ	201.586363730743	183.300695158736
tolQ	193.86416	143.78253		ybiR	31.3458688911074	17.3966028831278
tolR	56.93912	121.93682		ybiS	323.720121561095	277.318720243658
tomB	130.27672	134.73449		ybiT	220.188495223787	194.029016172915
tonB	186.59425	186.29014		ybiV	85.9706551204638	99.001586392386
topA	545.3269	549.38583		ybiW	21.6251709550858	17.5646553438728
topB	124.49992	92.27935		ybjD	137.428678348083	109.2864134938
torA	9.59045	5.84171		ybjE	19.4866818273051	27.43184640951
torR	35.24803	62.46698		ybjG	146.884536386722	164.389129370119
torZ	15.07832	11.7948		ybjH	61.5368899809636	51.0600136983104
tpiA	1129.10728	1129.08757		ybjI	64.4779913403479	64.7462846368456
tpke11	411.68906	394.89219		ybjJ	14.5062147597805	9.01942011156704
tppB	316.91566	293.02322		ybjL	31.2064299725527	33.8413606409003
tpx	2216.24591	2173.45785		ybjP	135.953594143989	181.041852275863
treA	21.57852	19.40679		ybjS	242.142200220951	246.166407706422
treB	2044.1626	2059.2484		ybjT	122.557747341542	109.63401158999
treC	2382.21123	2481.45361		ybjX	861.323554122264	922.588534621728
treR	51.53351	21.84081		ycaD	15.2637194469753	25.0626974655347
trg	14.88537	12.48374		ycaL	22.9255080321237	17.3660577398051
trkA	62.08721	65.76425		ycaM	12.2557747341542	22.4580684534561
trkG	8.37685	8.98037		ycaO	219.100681533584	220.259467648351
trkH	75.70315	79.99241		ycaP	25.3073789965002	1.55135565726057
trmA	188.58176	159.54984		ycaQ	28.4477106967958	14.8228069733875
trmD	3101.06929	3018.18733		ycaR	95.8361401342875	60.2167599586675
trmH	247.80897	183.44904		ycbB	170.824808226376	172.179700871228
trmI	237.4836	237.10445		ycbF	24.6666858573483	38.5040582908059
trmJ	148.3414	118.61651		ycbK	638.90760089525	621.890162081848
trmL	231.9008	295.99094		ycbL	433.037373940114	363.814448233955
trpA	211.88128	201.76156		ycbW	32.2983676695665	50.2047832177005
trpB	92.06112	111.44379		ycbX	268.600208970963	316.19668113488
trpC	89.8708	70.73806		ycbZ	149.386828318353	137.798439471152
trpD	15.30507	20.35268		yccA	930.046178121381	934.303944585179
trpL	271.40982	413.47535		yccB	188.580791877146	155.648513967571
trpR	74.69995	122.61339		yccF	39.2349298536345	64.508804117263
trpS	364.58036	408.14561		yccS	16.2841352317313	17.5759089052731
trpT	321.40637	189.17981		yccT	26.452509267835	39.3805666843068
truA	180.27221	172.26213		ycdT	12.9050873028511	18.4210641951537
truB	310.18266	322.12229		ycdX	522.813414878918	620.007801961331
truC	31.19653	36.76457		ycdY	316.000245848191	349.231122714993
truD	127.95035	112.82567		ycdZ	285.170953570319	310.52417269499
trxA	1961.55282	1650.95885		yceA	183.208119743894	222.354347815651
trxB	606.87911	542.97986		yceB	62.5241128148828	75.1494931620047
trxC	58.15925	88.52728		yceD	2452.63409205737	2646.97384268952
tsf	2207.594	2542.60281		yceF	29.9795105035464	18.443232063817
tsgA	30.99858	28.80632		yceG	34.2874167049357	27.3614098582973
tsx	924.63347	1141.49919		yceH	189.4538510988	160.39832432725
ttcA	65.24275	65.86049		yceI	182.687642130986	199.579481313358
ttdR	39.27152	37.16564		yceM	56.9416027421254	49.8650032690898
ttdT	8.34252	8.30169		yceQ	382.448895676082	411.710943190652
tufA	824.53618	349.29442		ycfD	187.572338444648	214.976828799505
tufB	505.02841	206.52621		ycfH	197.797146367383	166.286663533133
tus	52.53093	22.97085		ycfL	695.952922403755	679.142876005273
tynA	5.37091	6.32263		ycfM	792.215569614741	828.684896695189
typA	930.73928	897.21307		ycfP	387.580412034798	403.759594609958
tyrA	65.31252	62.08942		ycfQ	83.1185480785527	74.0625278412324
tyrB	306.8704	343.53965		ycfS	36.423704350103	25.0790415714624
tyrP	90.69388	84.84846		ycgE	71.8771051007156	71.179567303059
tyrR	87.12572	77.45655		ycgF	101.29215801322	128.588760039036
tyrS	632.22524	679.10194		ycgL	214.532276997855	242.587903671356
tyrU	1867.93821	878.54299		ycgM	265.727479463252	264.467355671496
tyrV	287.37511	434.48078		ycgN	78.469859707269	76.7062078251875
ubiA	83.94118	88.84072		ycgR	47.722486107686	59.4485819926158
ubiB	215.83779	232.24727		ycgV	6.11506751902881	10.6432572354161
ubiC	98.09994	100.7019		ycgZ	74.0000575720448	61.5632909558467
ubiD	294.29981	298.43658		ychA	324.778030455085	381.021568065737
ubiE	533.12644	461.48874		ychF	353.329945220368	387.863420620168
ubiF	62.31348	76.12558		ychH	62.8602639590488	71.9753959372586
ubiG	135.14182	145.18168		ychJ	191.045900267697	222.51307123257
ubiH	176.10561	125.58781		ychM	41.7571753442253	57.0455637398387
ubiX	192.84382	210.69438		ychN	99.0848228507041	125.492182944631
ucpA	169.63114	139.49414		ychO	13.9856568138554	8.84885101871654
udk	133.16837	165.20669		ychS	63.5435276977341	9.59901312929978
udp	1089.91347	1168.31533		yciA	131.864764244922	168.115046986333
ugd	575.6121	581.06219		yciB	64.9556060910171	76.1521708257783
ugpA	13.75388	2.6456		yciC	70.7177969539299	71.4249148975855
ugpB	83.46316	101.15452		yciH	107.266138498927	185.991887422763
ugpC	125.44152	126.17298		yciI	177.151652975501	280.407535049848
ugpE	43.31008	44.57915		yciK	161.747161412414	160.413547473041
ugpQ	82.07958	77.97291		yciM	164.887307769505	229.358983797183
uhpA	20.66572	27.50778		yciN	139.190584480751	180.857596579029
uhpB	16.25209	15.25555		yciO	112.966271462638	179.738042942831
uhpC	9.25261	5.60033		yciS	340.543954263585	198.193216067743
uhpT	17.54805	13.74921		yciT	187.072145542129	229.557199316161
uidR	41.33145	28.77982		yciV	99.4218460576792	97.8620476855597
ulaB	39.91321	47.90713		yciW	31.0957688733592	26.7887352225494
ulaC	26.26547	7.20786		yciX	626.357630163379	749.865763743633
ulaD	18.76105	4.85977		yciZ	302.379545596114	152.701542194838
ulaE	28.56946	9.19567		ycjF	181.655508559624	161.863584858287
ulaF	17.77794	26.08044		ycjG	108.931761767544	132.398810491501
ulaG	34.40406	30.67682		ycjS	33.2159349329065	24.6520109911563
ulaR	80.77673	78.35116		ycjV	18.0990852885187	15.0176510877384
ung	106.20384	127.88319		ycjW	52.6667076413652	33.9376520247115
uof	421.15318	515.94408		ycjX	263.446556892752	286.047844754384
upp	350.62513	413.70516		ycjY	37.5948845542864	30.0419274786231
uraA	28.40335	24.4035		ydaL	31.0957688733592	19.1299481512996
usg	457.70296	481.25728		ydaM	14.2238553483979	11.7710525965136
ushA	51.72057	51.90329		ydaN	71.2927383925797	40.8543363673857
uspA	364.99942	378.19097		ydbC	20.3693538264514	37.9055106151211
uspD	113.87825	147.41943		ydbD	7.60208653861058	5.40906678287374
uspE	141.2701	139.26121		ydbH	73.0750568523942	73.1997470905542
uspF	28.07688	0.14402		ydbJ	131.370888723405	135.752335491521
uspG	113.87825	133.1813		ydbK	199.012920789499	195.149979261884
uup	128.0235	149.44516		ydcA	201.586363730743	227.28697754434
uvrA	82.2017	64.36765		ydcF	43.7902962411351	46.4012220182881
uvrB	60.40278	55.05693		ydcI	170.824808226376	191.149179198177
uvrC	19.98927	13.58565		ydcL	183.506869225743	140.90031230153
uvrD	129.87017	140.58822		ydcM	29.012429519561	31.7902800411219
uxaA	8.20796	2.54717		ydcN	65.3184865719725	85.9442367330975
uxaB	16.82292	14.06555		ydcO	14.9132769086519	17.8267386686996
uxaC	34.5745	32.76483		ydcP	98.3272936240167	106.303444074121
uxuA	123.68043	94.60608		ydcR	62.3241423048138	77.6926521083624
uxuB	75.23681	69.98027		ydcW	12.3073779961927	16.9750969023407
uxuR	110.45749	121.81513		ydcY	74.9487762588659	34.2939101542505
valS	615.8038	594.69327		ydcZ	77.9467273092205	79.7784646746249
valU	482.10956	616.9982		yddE	58.8523947804517	72.4113473646507
valV	634.46453	223.74207		yddG	19.8843692115358	16.2377863819901
valX	160.70319	179.70021		yddM	96.6281743502734	134.650619433594
viaA	33.64585	25.90909		yddW	53.1454958926503	36.2144586241764
visC	111.67736	88.68593		ydeA	44.1763567873416	59.1254074866022
waaA	105.12352	119.78079		ydeE	29.5252754959169	21.6543393825955
waaC	203.55737	220.14822		ydeH	59.0505509918337	48.4798642893928
waaF	174.97768	172.92463		ydeN	20.8413709382943	23.4528472891745
wza	10.71355	9.1224		ydfG	352.168948686237	443.58491730044
wzc	5.64653	8.7759		ydfH	76.5852124217232	107.084187224095
wzxE	87.86649	103.0859		ydfZ	85.9706551204638	122.528579356356
wzyE	72.21547	57.67022		ydgA	267.312335205577	293.759063161739
wzzE	186.64286	197.27768		ydgD	106.678915112984	93.748026036519
xdhA	16.21971	12.27164		ydgH	463.968614935836	454.495495722105
xdhD	4.25407	5.98983		ydgI	25.3622756971433	32.2882205911082
xerC	258.70167	301.4357		ydgJ	101.083652130113	73.4356777730485
xerD	177.00641	156.79405		ydgK	39.7687384230717	63.2968938322081
xseA	249.43573	262.15194		ydhB	18.7974422771432	29.6715475508045
xseB	251.30539	171.95913		ydhC	72.3515414380141	89.8442284973405
xthA	136.20939	115.04834		ydhF	58.6555640286776	49.8249778484056
xylB	8.39412	15.4359		ydhJ	61.3217260299812	89.7250411386763
xylE	8.27469	3.03477		ydhK	43.5618818792216	29.0306964387367
xylR	51.79577	65.91567		ydhO	343.882620481855	346.082066499999
