Gene	DPKM	RPKM		Gene	DPKM	RPKM
higA	58.57766	52.88254		holE	227.766410968501	259.298016999267
hinT	882.08193	744.20342		hpf	852.542329944599	883.775806029559
hipA	27.69488	19.20157		hpt	261.27394628789	282.858070312923
hipB	45.74323	84.3516		hrpA	91.2013190045482	90.7089269816098
hisA	132.39504	114.04782		hrpB	28.8691582626743	32.2969264794877
hisB	137.22969	150.72422		hscA	559.018263117181	488.963668252522
hisC	102.63397	100.2306		hscB	441.849180967965	478.090382602722
hisD	112.30751	92.21945		hscC	10.4955198351733	7.6286591476422
hisF	78.59358	54.66563		hsdM	165.452958911081	146.581156465031
hisG	54.28196	47.75153		hsdR	181.919401415548	172.335520269234
hisH	103.32861	89.36054		hslJ	160.000000000066	104.023347954398
hisI	79.82642	72.7308		hslO	818.041592067758	958.285096839948
hisJ	779.91329	789.61806		hslR	959.791791494133	805.935052587379
hisL	239.47926	19.65421		hslU	2699.16876661997	2593.72252961341
hisM	119.23863	134.73205		hslV	2212.89437699906	2177.07787041023
hisP	252.47426	249.70078		hspQ	1158.17071237757	1134.97765302413
hisQ	355.55872	365.53658		hsrA	24.5630443201325	33.6368779404875
hisR	1903.39358	2075.51282		htpG	2113.91524462606	2201.20985449534
hisS	565.17105	567.39235		htpX	676.068553192219	628.789776143338
hlpA	1884.79045	1987.45571		hupA	11113.8328223861	12708.9527383119
hmp	10.25478	17.48983		hupB	3661.78306864745	3492.07175073091
hns	3717.13456	3836.64691		hybA	213.228129417321	254.923335506794
hofC	10.15249	17.18518		hybB	89.2519778349853	94.768882803265
hofO	27.69488	14.27688		hybC	154.383922927593	151.601315337861
hofQ	19.715	15.69987		hybD	177.151652975501	210.131123775944
hokB	81.42295	86.03628		hybE	215.190351467173	174.391886790796
hokD	1252.66073	793.53855		hybF	51.280741650803	76.0062209185491
holA	319.53773	360.4372		hybG	140.867579474495	158.518642520806
holB	109.37411	87.76923		hybO	156.729344455537	148.780414400872
holC	935.26359	740.62657		hyfB	8.68648521276603	7.05544105194694
holD	442.51602	433.5408		hyfD	24.3583522841314	20.4245668251212
holE	475.84839	367.3438		hyfE	26.9401131253066	29.9029164765284
hpf	593.70899	761.34455		hyfG	10.5143966694092	5.52461187297829
hpt	341.1576	378.86158		hyfI	23.1067373446306	27.3679373014555
hrpA	57.1612	60.74196		hyfJ	42.3623517984894	64.5498853912333
hrpB	30.15665	24.95599		hyfR	26.137129127533	28.9162521689388
hscA	402.49593	389.17099		hypB	20.089362708562	3.65048380174975
hscB	520.72815	441.3269		hypD	15.6310282037207	22.4490289227118
hscC	7.30906	11.41607		hypE	36.1981705770374	48.6191500914379
hsdM	215.07948	198.85745		hypF	23.3528810180754	22.4786477009257
hsdR	106.1443	120.96624		iaaA	90.7764681396202	105.887250420102
hsdS	8.75516	8.55513		iadA	119.611346254558	112.83136660425
hslJ	57.74677	72.94097		iap	16.8959669022877	12.058875838735
hslO	1042.10257	965.23195		ibpA	2287.56699711843	2425.16516249333
hslR	881.06921	948.83336		ibpB	1103.79106853966	1310.38835642031
hslU	2659.08274	2882.22119		ibsB	1230.73779961927	1368.11197653388
hslV	2185.0791	2188.60197		ibsD	1753.80136445746	1510.88466655179
hspQ	729.73396	606.87575		ibsE	292.300227409577	250.854209779034
hsrA	76.97548	79.60392		icd	2313.16726727003	2369.38326316766
htpG	1654.51429	1677.17296		iclR	148.807388499421	181.64823390864
htpX	650.82968	656.23905		idnO	22.9255080321237	27.7555778326943
hupA	8544.93569	8311.0427		ihfA	1753.80136445746	1795.14344202078
hupB	4205.36102	3677.97545		ihfB	1107.66401965734	1182.59841752973
hyaA	10.9146	0.13996		ileS	1095.73674172706	1100.12800384121
hybA	210.36324	232.21571		ilvA	283.786628552987	262.981894975405
hybB	72.51408	84.40712		ilvB	51.9183352414879	62.9022364210124
hybC	172.02031	163.54968		ilvC	154.467599850589	126.998325466779
hybD	296.08345	300.45622		ilvD	360.045660990727	338.242048808995
hybE	99.90546	72.70473		ilvE	660.032771570012	664.499425015398
hybF	71.42364	74.18816		ilvG_1	142.585476785159	119.246276923334
hybO	98.23144	78.21175		ilvG_2	241.072352502744	213.35538460588
hycE	7.14236	6.2831		ilvH	35.6463691962899	43.5467424890185
hycG	15.90292	16.84475		ilvI	20.3339288632749	7.72372766577861
hycH	29.7164	37.34478		ilvL	3188.72975355902	3695.71701450899
hycI	25.93087	12.96849		ilvM	398.591219194878	222.813456274049
hydN	69.39456	56.83388		ilvN	120.536176251372	148.042511767345
hyfB	6.04925	4.63885		ilvX	343.882620481855	563.894967360434
hyfG	7.32221	9.57745		ilvY	58.8523947804517	65.2818790001596
hyfI	16.09149	15.26988		inaA	134.700565626533	71.5428751203726
hyfJ	29.50107	30.1133		infA	1281.31606535705	1656.64064034253
hyfR	6.06728	5.35292		infB	544.577303591356	496.721098408061
hypB	69.95099	65.26707		infC	5232.33556246978	5605.32869077512
hypD	21.77084	20.96635		insG	65.9819926432454	81.3568727527711
hypE	25.20834	31.90576		insJ	67.1954545769142	82.9707801521085
iaaA	126.43315	127.69511		insJK	51.2058792542324	75.9232892475127
iadA	187.41855	161.10574		intB	14.7254522624472	26.7257158159178
iap	23.53264	15.7223		intD	30.134044062843	49.7433395154092
ibpA	2478.0897	2440.46395		intQ	14.651640471658	24.3142922372907
ibpB	1195.72161	1401.98139		iraM	108.259343485028	96.5826629676459
ibsA	407.11474	441.66685		iscA	1407.37146530537	1293.14112675209
ibsB	1071.35457	1309.55842		iscR	1004.22164018014	1141.75255552677
ibsC	610.67211	555.47698		iscS	1169.20090963831	1173.33912256057
ibsE	407.11474	187.42128		iscU	951.675159007925	1010.1039035597
icd	2255.23991	2144.19665		iscX	349.015196906957	379.757972160158
iclR	266.4751	245.99695		ispA	311.786909236882	276.579564965558
idnO	15.96528	19.94083		ispB	342.821254369257	313.133238995718
idnR	24.45134	32.64081		ispD	296.000230288179	323.747306386229
ihfA	1343.47863	1333.77124		ispE	679.289260881411	641.556577036205
ihfB	1199.91712	1357.6983		ispF	109.612585278591	106.949004615615
ileS	854.11718	823.28346		ispG	611.244443376595	660.07583759907
ilvA	316.20562	251.30072		ispH	424.158058701594	368.7797515164
ilvB	36.15584	34.10576		ispU	276.189191253144	275.322875267685
ilvC	206.86724	202.7564		isrA	111.000086358067	81.4093518560868
ilvD	323.3164	316.16653		ivbL	885.758264877506	766.757533601037
ilvE	604.10574	582.25386		ivy	111.000086358067	92.9929710754106
ilvG_1	211.00459	179.6667		katE	23.2599650458549	26.3951643078005
ilvG_2	146.89707	211.89374		katG	313.609597495832	342.90614898212
ilvH	74.47221	99.12865		kbaY	40.7387076529027	41.6514669582625
ilvI	28.32103	23.33403		kbl	937.704990186111	876.052289304282
ilvL	2837.46635	2547.6764		kch	83.9139408831321	87.9679895390057
ilvM	231.31519	242.6415		kdgK	94.2903959385732	63.9108487060476
ilvY	27.32314	22.56441		kdgR	199.295609597439	265.815095898741
inaA	131.32733	87.6684		kdpB	8.55930387729361	7.36439660285957
infA	1171.15198	925.55659		kdpD	13.0636973143945	3.20324609454473
infB	511.74916	478.10827		kdsA	369.221339885781	361.68632394564
infC	4476.01286	4333.42657		kdsB	328.691018773821	293.495930218483
insB-7_2	58.15925	0.14916		kdsC	123.72496398289	99.9516287749311
insG	9.18995	19.7984		kdsD	337.611204910758	311.642124331593
insJ	70.1922	53.34663		kefA	73.0098694689398	69.8161942142946
insJK	53.48953	45.54539		kefB	77.6877680822796	74.1558312181565
insN-2	45.74323	0.11732		kefC	9.41385595521987	8.6148953044494
intD	20.9853	16.3078		kefF	33.028274283568	46.2054191308668
intR	9.88143	7.04534		kefG	189.600147508915	227.539849962285
iraD	62.15492	1.91291		kgtP	216.018643813082	200.433896935433
iraM	75.39162	59.16735		kptA	31.6000245848191	42.6161591902607
iraP	46.7948	43.80544		kup	37.5345396352587	40.4298723134553
iscA	1545.52817	1537.1909		lacI	145.745265744387	176.912559612949
iscR	1049.0073	1008.70613		lacZ	5.70341907140638	8.95283566010789
iscS	1015.27379	1100.51267		lamB	7559.26315180024	7710.39119038332
iscU	883.65989	953.55749		ldcA	76.66891210743	70.4976701955132
iscX	60.76339	50.18056		ldcC	16.3753628800883	17.871551988631
ispA	257.83933	222.29521		ldrD	162.389015227543	247.441227333061
ispB	490.04552	426.44963		lepA	565.113772991849	569.178816286902
ispD	188.95621	195.74127		lepB	341.766419740428	381.873355137723
ispE	387.0457	401.65904		leuA	55.7824861468658	72.6887101088961
ispF	76.33401	75.30785		leuB	32.1209041109425	21.835117777638
ispG	491.15719	541.15589		leuC	50.072844095859	46.9467794161043
ispH	218.32652	235.0774		leuE	137.230153713416	167.284210027985
ispU	352.61906	408.64933		leuL	806.345454922971	1010.6547156826
ivbL	1603.78533	1496.58586		leuP	1411.1045461152	598.448818543931
katE	10.7988	13.03085		leuQ	806.345454922971	131.958847156811
katG	307.99602	280.16283		leuS	665.398891664078	663.539679544226
kbl	857.08366	918.86028		leuT	604.759091192228	260.387022817787
kch	19.47917	30.07493		leuU	1007.93181865371	1171.74160268004
kdgK	52.53093	56.14723		leuV	604.759091192228	227.728311481319
kdgR	77.10506	91.00539		leuW	3094.9435843367	2496.19513188285
kdpB	5.96068	7.35324		leuX	825.318289156453	898.015910637551
kdpD	22.74384	22.4692		leuZ	806.345454922971	991.236022455509
kdsA	399.97237	337.19893		lexA	345.576623538416	361.51554209133
kdsB	245.24984	210.79678		lgt	440.452397466486	416.965351137118
kdsC	258.48555	251.80651		lhr	22.7914407336902	23.5848397095033
kdsD	185.61462	191.49782		ligA	130.491172950704	142.156813486297
kduD	32.05628	31.32389		ligT	198.169645701408	222.060785838641
kduI	29.18385	12.1628		lipA	290.484698046785	272.548376925916
kefA	54.47566	61.73498		lipB	218.542226100618	251.787197971041
kefB	47.33892	56.80274		livG	22.8359552663732	25.89733750509
kefC	26.22317	28.98679		livJ	31.7717638488671	13.1464745031714
kefF	46.00167	35.92514		livK	31.6000245848191	32.5501670438598
kefG	132.03721	87.65045		livM	13.7230153713416	9.97456137379508
kgtP	188.04376	221.48571		lldD	3887.51939728606	3473.40813959324
kup	26.13899	16.10608		lldP	2806.50580664992	2756.702091807
lacI	56.38708	38.64147		lldR	2212.00172093734	2339.34250471584
lacZ	7.9437	3.99316		lnt	239.310127703747	231.673647611898
lamB	5756.07414	6233.10376		lolA	456.27352571251	438.901218204731
ldcA	13.34802	16.19257		lolB	252.952119873672	214.377959887695
ldcC	39.91321	45.78669		lolC	146.150113704788	171.726344883173
ldhA	74.02086	77.39216		lolD	99.9317016784878	69.9005058646446
lepA	481.75244	481.97026		lolE	169.041095369394	178.256372328844
lepB	238.00554	238.19007		lon	7.44713955183635	6.17923732654712
leuA	54.38556	52.72456		lpcA	666.383938135823	608.700114085269
leuB	55.92235	73.92094		lpd	2867.6190731129	2776.56001665952
leuC	95.89426	98.1303		lplA	103.469107047638	113.451462944133
leuD	60.46258	67.24815		lplT	58.7538145546888	71.4218028816577
leuE	19.11337	16.81392		lpp	19166.0149111596	20728.6840821544
leuL	140.38439	209.54602		lptA	408.591715733817	453.871617210476
leuP	421.15318	419.09205		lptB	386.512697401093	340.434421560896
leuS	529.58015	544.56031		lptC	274.031463196478	264.772778816519
leuT	982.69074	703.52737		lptD	558.535466387727	558.201974535604
leuU	1544.22831	1096.33615		lptE	632.814925319703	679.187904921933
leuW	1580.5631	1098.91577		lptF	191.150012474928	170.742119095556
leuX	1149.50043	1059.85304		lptG	194.327020992517	186.83951686578
leuZ	701.92196	753.93363		lpxA	800.000000001688	796.19494959936
lexA	581.59248	628.22659		lpxB	228.955791704629	240.936064968673
lfhA	28.51942	19.694		lpxC	1547.47179216835	1681.73036994721
lgt	264.90342	273.04706		lpxD	957.240510814989	974.75826502484
lhgO	19.24892	23.81998		lpxH	242.572802829524	183.058358266646
lhr	23.80788	26.17448		lpxK	195.459118632544	202.055822466395
ligA	102.99034	100.46641		lpxL	133.296520642804	137.241916272117
ligB	21.77084	23.11603		lpxM	198.475463055886	237.644703645545
ligT	115.00416	93.08681		lpxP	38.0847201836582	52.4454224393447
lipA	252.8663	218.06745		lpxT	221.067398881193	200.584420012819
lipB	95.12027	103.82747		lrhA	168.095977424038	161.516940833798
livG	15.90292	29.77401		lrp	1098.34024844811	1010.86334627099
livJ	66.3774	30.89829		lspA	531.454958926504	535.140133972034
livM	19.11337	12.45112		lsrB	17.1437083524679	29.3506481607524
lldD	3209.74591	2778.56845		ltaE	227.539099181108	185.274365190277
lldP	2345.3349	2191.10233		luxS	951.675159007925	922.770246639121
lldR	1619.02772	1696.32773		lysA	13.8859965515238	0.33440742493206
lnt	214.27091	205.28444		lysC	207.857939491255	213.453610475244
lolA	218.45181	262.61135		lysP	47.722486107686	43.9595621676504
lolB	215.30106	178.60641		lysQ	692.29001228584	113.167312682271
lolC	152.66803	144.27262		lysR	37.4743881294329	30.3968749094493
lolD	52.1942	38.28475		lysS	947.376231129854	973.989983056513
lolE	29.42998	27.37381		lysT	2076.87003685752	520.367553851514
lon	5.18617	2.607		lysU	80.8735807062071	102.566530274863
lpcA	316.41042	311.5077		lysW	1153.81668714307	362.236442826734
lpd	2485.54261	2511.25276		lysY	923.053349714453	299.590251877619
lplA	132.10213	106.69219		lysZ	1384.58002457168	572.404309236666
lplT	40.91605	56.22035		macA	15.7150659897622	0.10321519493871
lpp	16129.98895	14950.08653		macB	18.0154223364916	15.086276412767
lptA	372.09411	467.10769		maeA	557.74601696527	655.061981961567
lptB	336.45846	340.11877		maeB	330.760783647679	320.943845996834
lptC	84.81557	119.96615		mak	38.5874887669409	44.8165145442775
lptD	305.98432	344.98842		malE	6420.29718642698	6599.47868907708
lptE	482.6618	593.37782		malF	1044.33479307499	1053.17017059797
lptF	177.48871	156.50565		malG	1062.90991785301	1093.01624696548
lptG	90.21933	79.56789		malI	51.1312351153779	31.4556581846442
lpxA	464.38943	481.29217		malK	2970.14747206506	2904.61320583514
lpxB	159.44441	189.3337		malM	3427.62481652924	3533.22893255716
lpxC	1210.70069	1281.41326		malP	1633.65791258987	1713.78871834808
lpxD	738.04426	756.04758		malQ	824.328698881685	711.754162968703
lpxH	135.14182	133.09404		malS	181.338398097522	206.083391674046
lpxK	74.24585	46.39871		malT	142.585476785159	148.092978611237
lpxL	92.82746	130.05706		malX	11.0094247611893	9.038618765819
lpxM	150.78324	163.64477		malY	59.8056731272792	47.69228347618
lpxP	13.26107	1.66653		malZ	173.643699451234	171.916318751376
lpxT	222.3736	247.03757		manA	134.219492177867	134.90857908254
lrhA	143.07547	175.03349		manX	541.296717425142	531.145393154588
lrp	937.59758	989.51852		manY	766.330184219865	869.112145055352
lspA	567.49327	415.37377		manZ	855.512860710957	764.621041184549
ltaE	182.83596	194.25814		map	308.845523300685	284.806945526948
luxS	473.38923	589.69044		marA	45.6719105327464	35.8963095147773
lysA	9.67018	6.3739		marB	80.0822540848156	123.954379587488
lysC	135.70491	143.25459		matB	29.8265538173038	48.6480597369275
lysP	108.01003	82.3797		matP	38.7152619085532	9.83210174833355
lysR	39.14565	16.76631		mazG	66.4318698658129	80.9128934989967
lysS	836.75756	732.76855		mdaB	180.804264377058	242.317355490846
lysT	321.40637	265.84091		mdh	1793.02375918974	1872.12446054041
lysU	64.36597	63.47318		mdlA	39.5668666544267	29.9502203222145
lysW	160.70319	0.41216		mdlB	29.5252754959169	21.2449538619295
maa	221.25801	182.43896		mdoB	145.384929863402	160.251587425623
macA	76.60761	68.00877		mdoC	15.1450895030869	13.9923438361468
macB	18.81886	23.55325		mdoD	137.677643345091	142.75633777077
maeA	352.44915	362.23552		mdoG	399.629217161531	452.528475728422
maeB	316.0496	319.92957		mdoH	268.861058230507	270.991007447449
mak	53.74452	39.07733		mdtA	14.0528955485374	17.1366997212179
malE	4532.61244	4724.59471		mdtB	11.2315169033459	5.1514396428775
malF	845.85004	892.41662		mdtC	11.3957203668451	13.4224017246609
malG	753.91618	681.42644		mdtD	12.385602856338	15.4018063769556
malK	2134.06919	2122.13742		mdtF	5.63198896742923	6.53497361403839
malM	3089.82846	2978.66047		mdtG	28.5868193065601	39.0219050439668
malP	1402.96432	1382.33348		mdtH	14.5062147597805	21.2464508966139
malQ	966.53139	904.54681		mdtJ	47.9180700671438	84.0307050991161
malS	84.18916	81.40201		mdtK	12.7642020702872	4.13581933955274
malT	76.72894	70.79708		melA	12.9336383809547	4.30398228806362
malY	10.41214	19.84113		menA	170.271977131792	203.039319783506
malZ	60.46258	63.47481		menB	81.7623013733082	89.6355398507574
manA	176.55486	196.86639		menC	91.0592608752576	109.48656304489
manX	502.61079	599.05329		menD	52.4775991758666	42.2103820910202
manY	609.90972	687.79598		menE	77.6018302857284	78.5759924301088
manZ	453.92584	526.8671		menF	27.0648358712571	28.0267482108568
map	384.07051	398.38472		menH	46.2134746892612	1.97291969455964
marA	63.61168	46.33325		mepA	191.323785213541	219.81158307725
marR	28.07688	48.17398		metA	94.2903959385732	108.664957231471
matA	20.66572	41.81819		metB	135.953594143989	171.442839146564
matC	18.25627	14.60845		metC	118.101101983667	132.867148062463
matP	53.92248	66.31261		metE	178.326398684888	182.3727622656
mazG	107.94709	84.04453		metF	157.468135978223	175.43246890855
mcbR	55.01551	49.29045		metG	465.61098171437	520.762979740399
mcrB	44.2516	39.85852		metH	385.60779185954	387.41033336504
mcrC	23.33036	31.35381		metI	107.266138498927	99.5714144788528
mdaB	125.91177	120.66694		metJ	165.452958911081	172.661494023883
mdh	1456.76839	1511.21924		metK	592.192668518104	626.470657737331
mdlA	34.44287	41.32351		metL	158.584587003963	142.300536599911
mdlB	27.41513	21.07595		metN	118.959394875991	101.496541925309
mdoB	111.90327	125.93789		metQ	365.375284261971	394.312402076138
mdoC	10.54701	7.65515		metR	36.7673242024625	42.2195587951173
mdoD	169.63114	174.26751		metT	1138.83205484251	551.008286123442
mdoG	381.67007	418.05973		metU	911.065643874006	381.467275008537
mdoH	220.84054	230.25029		metV	2733.19693162202	1281.03193398292
mdtA	9.78641	0.75298		metW	3416.49616452752	860.171306391799
mdtB	7.82161	8.0742		metY	1594.36487677951	978.351364139541
mdtC	7.93596	7.3374		metZ	1822.13128774801	562.477236875333
mdtD	17.25062	0.59728		mfd	274.746950045555	256.430381490699
mdtF	15.68843	22.23051		mglA	126.836390591927	96.1542169875158
mdtG	19.90781	12.96865		mglB	351.111384275768	324.771415185518
mdtH	30.30631	34.64023		mglC	190.819139555213	181.118471270547
mdtI	37.01043	4.5562		mgrR	2147.51187484587	2748.45212661379
mdtK	8.88897	5.42583		mgsA	305.673440428316	291.274629335267
mdtL	20.77116	10.36139		mgtA	110.547360755569	121.722747134613
melA	27.02089	34.53482		mgtL	3572.55833500594	4904.02915205782
melB	8.66202	7.99759		mhpB	18.5587445974335	7.31353381279983
melR	53.74452	53.96393		mhpR	189.259140049366	208.554098204931
menA	26.35047	8.00837		mhpT	14.4703082876028	11.4364479857334
menB	142.34781	151.69087		miaA	1143.38259302169	1325.57223579882
menC	101.46162	69.47854		miaB	332.299205897203	349.067270428291
menD	58.47249	50.80056		micA	974.334091365257	722.059098726217
menE	45.03482	47.47094		micC	160.899207748391	128.573937328236
menF	18.8479	24.00048		micM	626.357630163379	309.910995317393
mepA	236.86676	237.3022		minC	503.965909326857	507.920194721052
metA	78.7964	82.58729		minD	560.871285066347	691.931814796414
metB	52.5988	54.87751		minE	722.53988797873	666.394409605621
metC	61.68405	56.39882		mioC	276.500215117167	325.761103225876
metE	167.38139	141.73299		mipA	1103.46270588354	1113.58832367486
metF	95.95297	143.99849		mlaA	278.381168961502	319.510008446693
metG	372.28781	356.6981		mlaB	417.571753442253	500.715868540617
metH	281.79766	258.46461		mlaC	386.056904125856	245.408731890589
metI	56.02496	60.44457		mlaD	508.348221581873	431.677358553873
metJ	576.10576	385.44145		mlaE	223.984848589714	225.962975733402
metK	676.76216	727.66346		mlaF	389.733636546103	394.578692781686
metL	190.7566	176.49783		mliC	106.290991785301	88.6599758124416
metN	94.67785	102.56146		mltA	159.726900223813	169.70495707283
metQ	314.31653	324.33278		mltB	96.8951030086995	88.812968621735
metR	38.40705	42.48754		mltC	146.150113704788	173.422170536016
metT	158.61613	117.56629		mltD	322.627182571277	337.681839356559
metU	158.61613	69.97025		mltF	67.5838676091507	63.5741961395885
metV	158.61613	127.73638		mngB	13.3166390619397	15.1310184179395
metY	317.23226	340.90156		mnmA	396.070768847665	390.481263991534
mfd	187.79009	172.34955		mnmC	69.9073787526641	77.9973622883014
mglA	120.44815	140.51473		mnmE	179.877063021278	182.275765795934
mglB	330.09303	338.07226		mnmG	269.101796662785	305.604136516522
mglC	144.96667	153.92392		mntH	113.239797543662	113.390763648452
mgrB	339.26228	209.91357		mntR	74.9487762588659	74.1667339221111
mgrR	1246.2696	2213.44836		moaA	230.297148868152	214.436135724842
mgsA	159.65284	146.31464		moaB	68.3743222010706	101.266781785128
mgtA	67.92793	75.44679		moaC	72.1728956566857	57.1990576593666
mgtL	1583.22398	1649.14481		moaE	193.576309542766	190.708870118539
mhpC	13.84744	20.38539		mobA	29.9795105035464	22.9063629547051
mhpR	146.44415	76.31912		mobB	33.2159349329065	59.2666340937827
miaA	1091.63258	1124.43214		moeA	56.7573257105975	49.1444620406222
miaB	257.1251	284.06922		mog	298.265538173038	294.30443655615
micA	1187.41798	964.07973		mokB	104.392938360563	154.955497658696
minC	491.34537	582.59735		mpl	255.284041405744	254.744115536235
minD	645.97541	713.36018		mppA	21.7323589152102	26.9533627645518
minE	365.94583	444.63499		mprA	495.42411425352	564.732900488371
mioC	330.09303	291.08642		mqo	351.399180492388	300.75742169058
mipA	752.09951	744.9383		mqsR	118.101101983667	202.322633634399
mlaA	274.64089	188.56485		mraY	323.878368320861	333.829391045196
mlaB	124.62696	89.39029		mraZ	725.97442101725	712.711040188533
mlaC	441.68108	475.1775		mrcA	68.695705619172	69.2723140987932
mlaD	265.50961	300.47101		mrcB	89.9385315106391	87.121930603128
mlaE	374.35838	359.04459		mrdA	138.312410446172	138.665870000337
mlaF	271.40982	235.43191		mrdB	78.7871232909911	91.6261594660206
mlrA	16.68503	13.52234		mreB	856.742045855656	780.131289267077
mltA	133.48024	99.39202		mreC	444.804693884139	447.501818603987
mltB	67.47758	57.60019		mreD	215.190351467173	234.930448121595
mltC	135.70491	139.42031		mrp	158.000122924096	176.794796770635
mltD	287.58657	273.40985		mrr	115.003368161145	137.470456881251
mltF	23.53264	21.76779		msbA	120.329424662605	129.304030489596
mngA	18.5333	22.83142		mscL	170.686264180775	132.003946975188
mngR	16.89273	14.47051		mscM	98.3702688397615	105.250717677354
mnmA	220.65839	167.76815		mscS	183.324184438062	175.212648478601
mnmC	42.59795	36.56795		msrA	356.798399654883	247.621490490419
mnmE	62.63304	43.2568		msrB	381.261166186405	406.311850429588
mnmG	239.09913	255.18198		mtfA	43.954921414974	74.2419912707246
mntH	78.86	71.92612		mtgA	72.1728956566857	77.055452445353
moaA	86.35767	77.93004		mtlA	109.956198398587	84.6558733660294
moaB	47.61576	47.13849		mtlD	91.5823166818518	89.0561183275332
moaD	49.64814	61.11979		mtlR	59.6531076346075	78.4245902604696
moaE	26.96124	16.2497		mtn	501.802965510003	551.881458712875
mobA	41.75536	27.68282		mtr	70.4337897372475	58.4113441506628
mobB	23.13152	26.39987		mukB	200.50183722782	194.149239325367
moeA	69.16998	63.86424		mukE	206.938214095276	194.472041805401
moeB	48.85377	47.65408		mukF	66.2812307051195	61.7587299747542
mog	228.48276	214.41949		murA	570.681396371079	594.224622289987
molR_2	18.90626	18.2157		murB	136.349960307674	133.845131563842
motA	41.26163	39.68398		murC	190.113969046879	219.112432488054
mpaA	30.9593	28.10813		murD	186.432946867156	164.546181022834
mpl	240.00214	199.79809		murE	318.230086292685	302.549540164086
mppA	45.40313	76.66008		murF	400.057706388383	386.531563272849
mprA	575.02082	587.01324		murG	131.370888723405	124.499559800619
mqo	363.36288	367.87979		murI	163.524602746616	142.12804521518
mqsA	61.68405	118.17649		murJ	91.3438210654928	98.189905135129
mraY	281.93541	283.91072		murP	147.688535954313	144.773326438534
mraZ	612.00255	547.24679		murQ	195.518546762259	182.691585444154
mrcA	33.4877	33.86366		murR	40.8811506866541	30.8331936880538
mrcB	72.26889	61.90639		mutL	142.354006855313	145.564255376351
mrdA	96.32052	88.61927		mutM	108.259343485028	41.7616324292005
mrdB	65.84066	84.20582		mutS	136.908771620411	129.110847945227
mreB	748.71676	660.65205		mutY	249.82925419622	303.011582543138
mreC	276.57251	292.44143		mzrA	182.687642130986	142.685330578237
mreD	349.6691	381.71587		nadA	83.9943182211428	87.0163412410854
mrp	198.05582	225.98352		nadB	21.6118467585639	13.4847504219368
mrr	53.3921	25.91496		nadC	156.939719414538	137.349637527967
msbA	90.7803	79.26789		nadD	191.224447838041	205.197595306091
mscL	118.86562	113.10135		nadE	190.630583093202	169.118844843267
mscM	68.50488	61.8697		nadK	79.8089358114886	69.5846549031834
mscS	184.40737	209.04422		nagA	183.164633363704	180.250920172125
msrA	305.81389	413.63221		nagB	218.951481205676	168.156494669581
msrB	265.50961	241.20909		nagC	158.000122924096	109.05610985229
mtfA	45.9152	14.60211		nagD	349.362821605072	418.379297348763
mtgA	117.27585	140.93602		nagE	216.1850680379	212.706637108634
mtlA	102.09774	120.14037		nagK	38.4605562381022	38.985465604086
mtlD	95.66665	91.54536		nagZ	188.029386052944	175.5141192063
mtlR	62.31348	78.57608		nanA	78.469859707269	87.142718744292
mtn	279.56377	253.86243		nanE	50.8348221581873	53.4205948065379
mtr	78.47995	78.87582		nanR	132.863739731626	129.489717516968
mug	48.17926	23.10677		nanT	23.5251692080142	35.0483081662696
mukB	260.09348	260.25301		napC	29.0845997422465	31.3917974974779
mukE	144.11141	184.0163		narG	14.0528955485374	13.3832394591199
mukF	166.16928	179.41983		narJ	24.6666858573483	27.7574838169344
murA	523.43323	509.7093		narL	80.8203393759199	82.9260366193272
murB	71.21541	70.47114		narP	54.1296717425142	20.323836440431
murC	182.04318	181.53425		narU	12.6263597153165	21.5338552274285
murD	222.56842	200.33495		narX	68.3172484763619	81.1722891000776
murE	295.4865	290.31436		narZ	4.68805497048239	0.68765985529333
murF	377.45737	385.5904		ndh	188.14727281536	196.217068380997
murG	91.48646	134.41703		ndk	2111.05719795806	1846.47683112225
murI	185.05215	121.49873		nei	44.2879132438753	45.0377939248459
murJ	39.7573	50.24874		nemA	287.508420402863	334.654118934058
murP	85.70837	68.82463		nemR	29.2300227409577	46.6512038083969
murQ	231.46992	232.22282		nepI	44.1763567873416	51.8072681739202
murR	14.23478	14.31115		nfi	548.062926392957	477.265218268102
mutH	53.10192	74.95035		nfo	224.846328776598	214.982093581148
mutL	158.61613	163.67072		nfsA	533.660166224954	455.81371888675
mutM	135.70491	147.3383		nfsB	804.496038741955	806.023555059062
mutS	61.97297	62.99012		nfuA	1522.39701775821	1591.30306543503
mutT	93.94955	78.55068		nhaA	105.198025288794	121.900063904218
mutY	197.17808	247.19993		nhaB	261.591643207014	244.320406808533
mzrA	63.61168	27.81627		nikA	11.1352467584601	8.72748368327447
nadA	23.3974	31.71394		nikR	130.880698840109	180.041191529653
nadB	37.62613	43.38639		nirB	6.89387328796172	11.1837558629106
nadC	109.29255	102.69611		nlpC	188.580791877146	203.540364419131
nadD	152.19243	178.47787		nlpD	246.147559923854	272.510930628647
nadE	265.50961	289.0272		nlpE	123.333429286741	144.133704878206
nadK	111.15761	72.48327		nlpI	891.763405656336	856.817673629566
nadR	79.24374	85.15627		nmpC	16.4213610904257	7.26217472703579
nagA	170.07404	142.90673		npr	128.48361644377	183.963504368119
nagB	106.7342	86.9717		nrdA	552.378382506287	480.017841158807
nagC	140.03947	191.17578		nrdB	201.586363730743	131.008281754086
